"","width","SRR1532959","SRR1532960","SRR1532961","SRR1532962","SRR1532963","SRR1532964"
"WBGene00004395",7747,0,0,1,0,0,0
"WBGene00004397",1089,0,0,0,0,0,0
"WBGene00004398",1092,0,0,0,0,0,0
"WBGene00004400",1272,17,7,29,13,37,27
"WBGene00004401",1159,0,0,0,0,1,0
"WBGene00004402",2586,0,0,0,0,0,0
"WBGene00004403",3985,34,19,56,36,89,63
"WBGene00004404",1139,29,30,45,30,81,60
"WBGene00004405",2018,120,120,206,164,372,315
"WBGene00004408",1033,80,168,121,70,328,294
"WBGene00004409",441,36,94,45,35,169,112
"WBGene00004410",451,27,50,33,29,98,102
"WBGene00004411",4387,150,74,275,229,456,430
"WBGene00004412",710,28,57,33,24,85,120
"WBGene00004413",864,34,31,39,38,135,130
"WBGene00004414",1456,54,54,75,52,165,229
"WBGene00004415",1119,110,166,91,68,290,279
"WBGene00004416",1029,130,220,176,122,431,428
"WBGene00004417",696,54,60,73,49,131,191
"WBGene00004418",803,111,134,105,64,270,266
"WBGene00004419",857,32,35,58,39,135,120
"WBGene00004420",626,24,27,18,22,68,77
"WBGene00004421",697,136,269,222,129,450,488
"WBGene00004422",654,27,52,35,23,74,84
"WBGene00004423",731,5,18,11,4,31,54
"WBGene00004424",800,376,620,546,367,1124,1093
"WBGene00004425",664,44,58,37,28,138,161
"WBGene00004426",448,12,33,17,13,39,76
"WBGene00004427",678,54,78,55,45,125,163
"WBGene00004428",665,19,63,56,40,119,128
"WBGene00004429",650,51,79,63,47,146,158
"WBGene00004430",654,36,79,44,40,120,148
"WBGene00004431",758,27,32,36,22,88,106
"WBGene00004432",608,41,66,49,31,127,139
"WBGene00004433",534,19,42,31,17,74,83
"WBGene00004434",513,4,5,8,3,16,22
"WBGene00004435",507,40,86,45,28,117,108
"WBGene00004436",544,44,50,59,44,160,194
"WBGene00004437",583,34,30,36,31,73,80
"WBGene00004438",494,3,8,3,8,6,34
"WBGene00004439",495,60,87,76,60,178,165
"WBGene00004440",624,21,38,55,31,103,109
"WBGene00004441",461,24,40,31,20,72,85
"WBGene00004442",450,29,72,48,44,135,133
"WBGene00004443",240,5,19,11,10,15,24
"WBGene00004444",530,26,45,23,14,51,50
"WBGene00004445",431,40,75,42,33,89,115
"WBGene00004446",447,21,58,34,30,81,87
"WBGene00004447",440,30,58,31,24,93,119
"WBGene00004448",369,12,16,21,17,53,64
"WBGene00004449",460,20,49,40,23,78,98
"WBGene00004450",347,18,28,19,13,41,61
"WBGene00004451",276,0,2,0,1,5,4
"WBGene00004452",300,11,18,16,8,17,29
"WBGene00004453",236,2,8,2,1,10,17
"WBGene00004454",398,12,20,5,4,29,53
"WBGene00004455",723,0,0,0,0,0,0
"WBGene00004456",276,16,34,11,8,40,47
"WBGene00004457",11574,11,2,18,14,38,35
"WBGene00004458",3171,475,429,523,406,845,762
"WBGene00004459",3166,428,317,384,257,737,621
"WBGene00004460",1856,408,366,624,488,942,923
"WBGene00004461",1711,364,252,480,367,774,629
"WBGene00004462",1646,281,262,345,236,606,519
"WBGene00004463",1907,659,506,773,499,1231,923
"WBGene00004464",1234,171,173,279,237,536,580
"WBGene00004465",1325,398,426,432,312,921,708
"WBGene00004466",1290,221,204,285,196,563,388
"WBGene00004467",1235,352,335,252,201,631,488
"WBGene00004468",855,196,192,296,182,516,374
"WBGene00004469",879,47,66,49,33,132,176
"WBGene00004470",865,74,92,87,58,159,202
"WBGene00004471",998,162,289,225,141,537,426
"WBGene00004472",801,111,204,148,90,312,360
"WBGene00004473",840,71,160,87,94,210,295
"WBGene00004474",693,64,142,94,57,199,202
"WBGene00004475",816,51,95,41,25,98,147
"WBGene00004476",705,35,73,46,31,109,117
"WBGene00004477",714,53,102,80,71,152,261
"WBGene00004478",669,53,118,72,56,204,179
"WBGene00004479",493,52,70,61,48,175,186
"WBGene00004480",542,30,46,49,31,88,139
"WBGene00004481",494,71,133,75,59,240,202
"WBGene00004482",507,17,33,20,14,46,79
"WBGene00004483",507,28,73,29,24,80,129
"WBGene00004484",492,20,32,28,18,61,76
"WBGene00004485",480,26,39,19,18,51,103
"WBGene00004486",463,8,26,26,17,66,80
"WBGene00004487",598,28,50,51,38,103,143
"WBGene00004488",504,20,23,14,12,51,76
"WBGene00004489",587,57,84,76,41,171,179
"WBGene00004490",306,4,8,5,7,9,16
"WBGene00004491",706,20,26,20,19,74,82
"WBGene00004492",482,67,131,70,51,198,189
"WBGene00004493",475,33,34,31,29,93,100
"WBGene00004494",400,54,68,50,37,124,152
"WBGene00004495",440,29,73,43,42,107,151
"WBGene00004496",369,10,18,19,14,29,46
"WBGene00004497",252,11,14,4,2,18,18
"WBGene00004498",265,24,51,33,16,67,75
"WBGene00004499",476,21,57,26,13,62,80
"WBGene00004501",1513,572,475,797,554,1243,1042
"WBGene00004502",1474,457,425,592,440,986,813
"WBGene00004503",1355,536,485,692,477,1245,913
"WBGene00004504",1461,377,309,565,369,992,759
"WBGene00004505",1493,401,431,415,272,746,566
"WBGene00004506",1406,32,63,24,40,74,97
"WBGene00004507",2237,1,0,0,1,0,2
"WBGene00004508",5025,130,20,156,88,236,248
"WBGene00004509",4860,3,0,5,3,3,5
"WBGene00004510",5530,60,21,74,82,144,138
"WBGene00004512",1754,47,34,146,20,5428,672
"WBGene00004513",1754,44,57,172,34,6138,827
"WBGene00004567",153,5,13,5,4,20,22
"WBGene00004622",3509,64337,47779,15651,6370,108520,151931
"WBGene00004677",852,28,46,50,4,90,42
"WBGene00004679",2554,201,101,255,171,385,404
"WBGene00004680",1764,94,61,124,85,208,170
"WBGene00004681",4085,152,60,144,101,295,253
"WBGene00004682",1859,37,25,63,41,84,96
"WBGene00004684",2563,204,79,201,134,320,276
"WBGene00004698",2347,258,256,397,243,824,554
"WBGene00004699",1078,313,336,394,219,612,520
"WBGene00004700",1626,693,749,998,671,1938,1461
"WBGene00004701",1079,310,370,426,244,745,634
"WBGene00004702",1065,200,240,240,183,635,485
"WBGene00004703",1237,338,443,536,381,1125,918
"WBGene00004704",1803,230,95,325,177,670,484
"WBGene00004705",1189,114,101,100,67,238,174
"WBGene00004706",2024,37,33,41,23,99,106
"WBGene00004708",72,0,0,0,0,0,0
"WBGene00004716",72,0,0,0,0,0,0
"WBGene00004717",72,0,0,0,0,0,0
"WBGene00004719",3430,0,0,0,0,0,2
"WBGene00004721",1342,118,72,160,106,292,247
"WBGene00004723",1311,121,101,129,70,178,131
"WBGene00004726",2661,35,7,34,26,53,41
"WBGene00004727",1783,31,18,46,34,72,63
"WBGene00004728",8797,220,85,159,134,447,392
"WBGene00004729",4495,117,37,166,97,203,209
"WBGene00004732",6223,145,61,184,109,314,263
"WBGene00004735",3394,17,16,17,16,47,32
"WBGene00004736",4088,418,354,289,199,473,449
"WBGene00004737",2135,103,46,143,61,233,159
"WBGene00004738",3553,114,69,121,114,179,211
"WBGene00004739",4081,28,16,34,34,47,48
"WBGene00004740",4555,0,0,0,0,0,1
"WBGene00004742",779,0,0,0,0,0,0
"WBGene00004743",1399,18,15,29,7,52,50
"WBGene00004744",3580,62,25,74,56,137,142
"WBGene00004745",3856,78,28,91,50,154,116
"WBGene00004746",9247,8,4,30,9,49,30
"WBGene00004747",6774,18,7,23,13,56,42
"WBGene00004748",1333,0,0,0,0,0,0
"WBGene00004749",1508,43,20,48,25,58,27
"WBGene00004750",1243,88,65,83,58,148,118
"WBGene00004751",6503,18,11,13,9,19,17
"WBGene00004752",2816,128,22,203,82,251,237
"WBGene00004753",2848,93,14,118,74,192,170
"WBGene00004754",2591,143,108,121,96,254,252
"WBGene00004755",3830,132,82,137,106,260,229
"WBGene00004756",3663,94,48,95,74,131,122
"WBGene00004758",2054,4,12,5,4,9,16
"WBGene00004759",2384,236,114,333,231,562,518
"WBGene00004760",8126,98,61,109,78,220,165
"WBGene00004762",4007,96,53,137,102,227,203
"WBGene00004764",1815,0,0,0,0,0,1
"WBGene00004765",1847,2,1,6,4,26,18
"WBGene00004766",777,128,149,247,139,384,334
"WBGene00004767",2493,375,148,391,246,529,470
"WBGene00004768",2081,205,232,293,204,441,457
"WBGene00004769",1473,62,41,95,38,161,96
"WBGene00004771",2103,17,13,11,5,13,16
"WBGene00004773",2841,0,0,0,0,4,3
"WBGene00004774",1456,111,76,114,77,215,141
"WBGene00004775",3941,156,58,191,87,328,218
"WBGene00004776",2214,0,0,0,0,0,1
"WBGene00004777",2379,0,0,0,0,0,0
"WBGene00004778",2180,0,0,0,0,0,3
"WBGene00004779",1518,2,1,1,1,1,4
"WBGene00004780",1877,0,0,0,0,0,0
"WBGene00004781",1322,184,132,360,211,471,423
"WBGene00004782",5475,82,32,129,61,203,157
"WBGene00004783",2312,107,63,151,87,326,229
"WBGene00004786",1898,105,36,136,73,200,139
"WBGene00004787",1092,3,5,2,1,5,12
"WBGene00004788",1278,145,104,169,128,220,192
"WBGene00004789",1636,0,0,0,0,0,0
"WBGene00004790",1192,0,0,0,0,3,0
"WBGene00004793",1756,1,0,1,1,3,4
"WBGene00004795",2653,82,39,67,53,129,143
"WBGene00004796",1028,0,0,0,0,0,1
"WBGene00004798",640,2785,4297,3908,2785,9994,8401
"WBGene00004800",2033,110,32,173,133,226,241
"WBGene00004801",1335,2,2,4,0,4,2
"WBGene00004802",1104,2,0,4,4,13,3
"WBGene00004803",1033,16,12,24,13,53,30
"WBGene00004804",2960,207,158,132,110,261,280
"WBGene00004806",1741,205,97,276,181,526,380
"WBGene00004807",863,144,184,191,126,340,296
"WBGene00004808",758,156,181,177,122,331,337
"WBGene00004809",786,4,8,13,4,21,16
"WBGene00004810",681,0,0,0,0,0,0
"WBGene00004811",619,4,5,3,1,6,3
"WBGene00004812",321,0,0,0,0,0,0
"WBGene00004813",585,41,42,94,52,128,80
"WBGene00004814",585,0,0,1,0,0,0
"WBGene00004815",585,0,0,0,0,0,0
"WBGene00004816",579,0,0,7,0,1,1
"WBGene00004817",625,0,0,0,0,0,0
"WBGene00004818",519,0,0,1,0,1,1
"WBGene00004819",519,0,1,1,0,1,1
"WBGene00004820",507,10,14,18,23,35,30
"WBGene00004821",555,26,29,23,9,33,32
"WBGene00004822",546,16,8,15,6,32,21
"WBGene00004823",1089,56,43,99,56,185,130
"WBGene00004824",1991,31,35,49,59,88,93
"WBGene00004825",468,0,0,2,1,1,1
"WBGene00004826",522,2,2,0,5,8,5
"WBGene00004827",531,0,0,0,0,4,1
"WBGene00004829",2316,50,33,71,52,123,119
"WBGene00004830",3964,0,0,0,1,0,0
"WBGene00004831",4313,0,0,0,0,0,1
"WBGene00004833",110,0,0,0,0,0,0
"WBGene00004834",110,0,0,0,0,0,0
"WBGene00004835",110,0,0,0,0,0,0
"WBGene00004836",110,0,0,0,0,0,0
"WBGene00004837",107,0,0,0,0,0,0
"WBGene00004838",114,0,0,0,0,0,0
"WBGene00004839",110,0,0,0,0,0,0
"WBGene00004840",111,0,0,0,0,0,0
"WBGene00004841",109,0,0,0,0,0,0
"WBGene00004842",109,0,0,0,0,0,0
"WBGene00004843",109,0,0,0,0,0,0
"WBGene00004844",110,0,0,0,0,0,0
"WBGene00004845",110,0,0,0,0,0,0
"WBGene00004846",112,0,0,0,0,0,0
"WBGene00004847",112,0,0,0,0,0,0
"WBGene00004848",109,0,0,0,0,0,0
"WBGene00004849",109,0,0,0,0,0,0
"WBGene00004850",107,0,0,0,0,0,0
"WBGene00004851",115,0,0,0,0,0,0
"WBGene00004854",4577,1,0,0,0,0,0
"WBGene00004855",13098,69,18,72,38,136,85
"WBGene00004856",1702,3,1,1,1,4,2
"WBGene00004857",1304,3,0,6,2,6,7
"WBGene00004858",1882,4,4,4,1,13,10
"WBGene00004859",2620,0,0,0,0,0,1
"WBGene00004860",2131,6,2,3,4,9,6
"WBGene00004862",7732,29,14,64,28,58,71
"WBGene00004873",4003,125,40,139,97,303,259
"WBGene00004874",4959,238,72,380,203,505,427
"WBGene00004875",2228,0,0,0,0,0,1
"WBGene00004876",1843,13,6,26,8,20,21
"WBGene00004877",1829,0,0,0,0,0,0
"WBGene00004878",1942,0,0,0,0,0,0
"WBGene00004879",7603,17,14,33,28,52,50
"WBGene00004880",4675,41,39,76,39,177,154
"WBGene00004881",6449,49,28,72,36,141,116
"WBGene00004882",1368,71,41,119,73,239,160
"WBGene00004883",1813,11,4,7,21,32,33
"WBGene00004884",4207,139,118,149,101,333,278
"WBGene00004885",1465,24,4,38,16,59,51
"WBGene00004886",892,21,27,28,28,50,52
"WBGene00004887",873,42,46,54,39,156,106
"WBGene00004888",482,418,520,403,274,1121,868
"WBGene00004889",2685,10,6,28,21,21,39
"WBGene00004890",2623,0,0,0,0,0,0
"WBGene00004891",805,52,66,105,60,241,189
"WBGene00004892",2124,177,162,178,127,264,275
"WBGene00004893",1450,44,30,40,20,56,51
"WBGene00004894",1950,6,1,8,2,7,9
"WBGene00004895",1834,85,30,71,48,154,108
"WBGene00004896",1823,87,54,142,87,292,233
"WBGene00004897",807,131,135,119,100,229,169
"WBGene00004898",620,0,0,0,0,0,0
"WBGene00004899",413,0,0,0,0,0,0
"WBGene00004900",2316,77,72,142,109,212,176
"WBGene00004901",2424,0,0,0,0,0,0
"WBGene00004902",2155,1,0,0,0,1,1
"WBGene00004903",2192,0,0,0,0,0,0
"WBGene00004904",2348,0,0,1,1,2,1
"WBGene00004905",2466,1,0,1,0,1,2
"WBGene00004906",2234,0,0,1,0,1,0
"WBGene00004907",2055,0,0,0,0,0,0
"WBGene00004908",2457,0,0,0,0,0,0
"WBGene00004909",2086,0,0,0,0,0,0
"WBGene00004910",2123,0,0,0,0,0,0
"WBGene00004911",3117,0,0,0,0,0,0
"WBGene00004912",1026,1,0,0,0,0,0
"WBGene00004913",2275,5,2,3,2,4,8
"WBGene00004914",797,92,195,184,100,364,285
"WBGene00004915",719,151,197,185,123,565,406
"WBGene00004916",626,82,177,117,96,294,261
"WBGene00004917",563,182,233,172,116,282,255
"WBGene00004918",348,89,152,117,57,216,201
"WBGene00004919",411,157,292,214,112,417,344
"WBGene00004920",479,32,87,80,40,161,144
"WBGene00004921",1925,0,0,0,0,0,1
"WBGene00004922",1969,3,1,2,3,10,3
"WBGene00004923",1393,0,0,2,0,1,0
"WBGene00004924",1480,0,0,1,0,1,8
"WBGene00004925",1697,0,2,5,0,7,5
"WBGene00004926",1596,0,0,0,0,0,0
"WBGene00004927",1744,74,63,110,47,124,111
"WBGene00004928",1358,9,8,21,12,36,22
"WBGene00004929",2616,9,18,7,10,20,17
"WBGene00004930",720,163,206,251,156,549,419
"WBGene00004931",802,129,132,167,129,322,273
"WBGene00004932",881,0,0,0,0,3,0
"WBGene00004933",1306,14,7,7,6,14,7
"WBGene00004944",1872,0,0,0,0,0,3
"WBGene00004945",2605,56,24,54,17,66,49
"WBGene00004946",4628,72,39,60,47,175,142
"WBGene00004947",5239,5,6,29,13,53,61
"WBGene00004949",1937,0,0,1,0,0,1
"WBGene00004950",2083,0,0,0,0,0,0
"WBGene00004951",7822,73,22,104,47,134,106
"WBGene00004952",1787,31,33,32,23,85,64
"WBGene00004953",2595,364,156,529,372,767,648
"WBGene00004954",1606,13,2,23,8,29,31
"WBGene00004955",4060,284,66,382,234,680,550
"WBGene00004958",1591,0,0,0,0,0,0
"WBGene00004959",1669,17,9,19,21,30,38
"WBGene00004960",1269,0,1,1,2,9,5
"WBGene00004962",1586,0,0,0,0,0,0
"WBGene00004963",2024,0,0,0,0,0,0
"WBGene00004964",1161,0,0,0,0,0,0
"WBGene00004965",977,0,0,0,0,0,0
"WBGene00004966",875,0,0,0,0,0,0
"WBGene00004969",3889,9,3,6,2,12,11
"WBGene00004971",533,0,0,0,0,0,0
"WBGene00004972",1775,0,0,0,0,0,0
"WBGene00004973",455,0,0,0,0,0,0
"WBGene00004974",343,0,0,0,0,0,0
"WBGene00004975",1943,48,26,81,73,107,135
"WBGene00004976",2727,1,0,2,0,1,1
"WBGene00004978",2919,7,8,10,8,69,61
"WBGene00004979",817,9,9,17,6,26,16
"WBGene00004980",4602,205,170,267,190,435,426
"WBGene00004981",1798,37,50,74,72,121,121
"WBGene00004984",1523,1413,1000,2513,1663,3538,3071
"WBGene00004985",1431,41,27,64,63,163,119
"WBGene00004986",522,0,2,2,1,5,4
"WBGene00004987",492,0,0,0,0,0,0
"WBGene00004988",343,0,0,0,0,0,0
"WBGene00004989",418,0,0,0,0,0,0
"WBGene00004990",370,0,1,0,1,0,0
"WBGene00004991",323,0,0,0,0,0,0
"WBGene00004992",1067,0,0,0,0,0,0
"WBGene00004993",1298,0,0,0,0,0,0
"WBGene00004994",373,0,0,0,0,0,0
"WBGene00004995",1518,0,3,2,0,1,1
"WBGene00004996",1298,0,0,0,0,0,0
"WBGene00004997",467,0,0,0,0,0,0
"WBGene00004998",673,0,0,0,0,0,0
"WBGene00004999",356,0,0,0,0,0,0
"WBGene00005000",566,0,1,0,0,0,0
"WBGene00005001",596,0,0,0,0,0,0
"WBGene00005002",365,0,0,0,0,0,0
"WBGene00005003",466,0,0,0,0,0,0
"WBGene00005004",693,0,0,0,0,0,0
"WBGene00005005",508,0,0,0,0,0,0
"WBGene00005006",1908,19,5,18,14,50,29
"WBGene00005007",1164,310,140,411,247,770,498
"WBGene00005008",2512,84,27,94,30,156,97
"WBGene00005009",4232,107,25,156,85,259,155
"WBGene00005010",2611,44,27,57,31,91,85
"WBGene00005011",1130,2,0,8,3,3,6
"WBGene00005012",595,0,0,0,0,0,0
"WBGene00005013",1842,0,0,0,0,0,0
"WBGene00005014",530,51,83,75,32,159,124
"WBGene00005015",3829,264,82,296,165,504,387
"WBGene00005016",1044,0,0,0,0,0,1
"WBGene00005017",1030,0,1,0,0,0,1
"WBGene00005018",1422,0,0,0,0,0,0
"WBGene00005019",1831,59,73,87,109,167,242
"WBGene00005020",1114,3,6,4,4,17,21
"WBGene00005021",1179,59,45,78,55,126,140
"WBGene00005022",1581,0,8,1,0,5,21
"WBGene00005023",3261,356,111,393,191,522,416
"WBGene00005024",3732,6,9,9,3,19,23
"WBGene00005025",1267,145,102,187,144,303,247
"WBGene00005026",1320,11,31,12,22,44,63
"WBGene00005027",1091,0,0,0,0,0,0
"WBGene00005028",990,0,0,0,0,0,0
"WBGene00005029",1037,0,0,0,0,0,0
"WBGene00005030",1049,0,0,0,0,0,0
"WBGene00005031",987,0,0,0,0,0,0
"WBGene00005032",2314,0,0,0,0,0,0
"WBGene00005033",1073,0,0,0,0,0,0
"WBGene00005034",1053,0,0,0,0,0,0
"WBGene00005035",1181,0,0,0,0,0,0
"WBGene00005036",1147,0,0,0,0,0,0
"WBGene00005037",1005,0,0,0,0,1,0
"WBGene00005038",1031,0,0,0,0,0,0
"WBGene00005039",1053,0,0,0,0,0,0
"WBGene00005040",1061,0,0,0,0,0,0
"WBGene00005041",1133,0,0,0,0,0,1
"WBGene00005042",651,0,0,0,0,0,0
"WBGene00005043",1014,0,0,0,0,0,0
"WBGene00005044",1023,0,0,0,0,0,0
"WBGene00005045",983,0,0,0,0,0,0
"WBGene00005046",1020,0,0,0,0,0,0
"WBGene00005047",1020,0,0,0,0,0,0
"WBGene00005048",1020,0,0,0,0,0,0
"WBGene00005049",1023,0,0,0,0,0,0
"WBGene00005050",1020,0,0,0,0,0,0
"WBGene00005051",1008,0,0,0,0,0,0
"WBGene00005052",1104,0,0,0,0,0,0
"WBGene00005053",1309,0,0,0,0,0,0
"WBGene00005054",1188,0,0,0,0,0,0
"WBGene00005055",1047,0,0,0,0,0,0
"WBGene00005056",1032,0,0,0,0,0,0
"WBGene00005057",1197,0,0,0,0,0,0
"WBGene00005058",1098,2,2,0,1,2,4
"WBGene00005059",998,0,0,0,0,2,1
"WBGene00005060",1068,0,0,0,0,0,0
"WBGene00005061",1020,0,0,1,0,0,0
"WBGene00005062",1065,0,0,0,0,0,0
"WBGene00005063",1292,0,0,0,0,0,0
"WBGene00005064",1095,0,0,0,0,0,0
"WBGene00005065",1244,0,0,0,0,0,0
"WBGene00005066",1026,0,0,0,0,0,0
"WBGene00005067",1044,0,0,0,0,0,0
"WBGene00005068",1026,0,0,0,0,0,0
"WBGene00005069",816,0,0,0,0,0,0
"WBGene00005070",1038,0,0,0,0,0,0
"WBGene00005071",1014,0,0,0,0,0,0
"WBGene00005072",1090,0,0,0,0,0,0
"WBGene00005073",1035,0,0,0,0,0,0
"WBGene00005074",1031,0,0,0,0,0,0
"WBGene00005075",1041,0,0,0,0,0,0
"WBGene00005076",1041,0,0,0,0,0,0
"WBGene00005077",2549,1,4,5,3,10,8
"WBGene00005078",1704,4,2,7,2,15,8
"WBGene00005079",1116,0,0,0,0,0,0
"WBGene00005080",1089,0,0,0,0,0,0
"WBGene00005081",1472,0,0,0,0,0,0
"WBGene00005082",1151,0,0,0,0,0,0
"WBGene00005083",989,0,0,0,0,0,0
"WBGene00005084",669,0,0,0,0,0,0
"WBGene00005085",957,0,0,0,0,0,0
"WBGene00005086",957,0,0,0,0,0,0
"WBGene00005087",1026,0,0,0,0,0,0
"WBGene00005088",1054,0,0,0,0,0,0
"WBGene00005089",1317,0,0,0,0,0,0
"WBGene00005090",1036,0,0,0,0,0,0
"WBGene00005091",978,0,0,0,0,0,0
"WBGene00005092",972,0,0,0,0,0,0
"WBGene00005093",1113,0,0,0,0,0,0
"WBGene00005094",1023,0,0,0,0,0,0
"WBGene00005095",1020,0,0,0,0,0,1
"WBGene00005096",1150,0,0,0,0,0,0
"WBGene00005097",1020,0,0,0,0,0,0
"WBGene00005098",1020,0,0,0,0,0,0
"WBGene00005099",957,0,0,0,0,0,0
"WBGene00005100",855,0,0,0,0,0,0
"WBGene00005101",1025,0,0,0,0,0,0
"WBGene00005102",957,0,0,0,0,0,0
"WBGene00005103",957,0,0,0,0,0,0
"WBGene00005104",1214,0,0,0,0,0,0
"WBGene00005105",1028,0,0,0,0,0,0
"WBGene00005106",1023,0,0,0,0,0,0
"WBGene00005107",921,0,0,0,0,0,0
"WBGene00005108",975,0,0,0,0,0,0
"WBGene00005109",948,0,0,0,0,0,0
"WBGene00005110",1419,0,0,0,0,0,0
"WBGene00005111",1116,0,0,0,0,0,0
"WBGene00005112",897,0,0,0,0,0,0
"WBGene00005113",1011,0,0,0,0,0,0
"WBGene00005114",1023,0,0,0,0,0,0
"WBGene00005115",2722,0,0,0,0,0,0
"WBGene00005116",963,0,0,0,0,0,0
"WBGene00005117",1186,0,0,0,0,0,0
"WBGene00005118",1199,0,0,0,0,0,0
"WBGene00005119",975,0,0,0,0,0,0
"WBGene00005120",963,0,0,0,0,0,0
"WBGene00005121",963,0,0,0,0,0,0
"WBGene00005122",954,0,0,0,0,0,0
"WBGene00005123",951,0,0,0,0,0,0
"WBGene00005124",954,0,0,0,0,0,0
"WBGene00005125",954,0,0,0,0,0,0
"WBGene00005126",951,0,0,0,0,0,0
"WBGene00005127",1151,0,0,0,0,0,0
"WBGene00005128",981,0,0,0,0,0,0
"WBGene00005129",1154,0,0,0,0,0,0
"WBGene00005130",981,0,0,0,0,0,0
"WBGene00005131",1118,1,0,0,0,0,0
"WBGene00005132",1146,0,0,0,0,0,0
"WBGene00005133",1017,0,0,0,0,0,0
"WBGene00005134",978,0,0,0,0,0,0
"WBGene00005135",995,0,0,0,0,0,0
"WBGene00005136",1124,0,0,0,0,0,0
"WBGene00005137",1024,0,0,0,0,0,0
"WBGene00005138",984,0,0,0,0,0,0
"WBGene00005139",930,0,0,0,0,0,0
"WBGene00005140",966,0,0,0,0,0,0
"WBGene00005141",960,0,0,0,0,0,0
"WBGene00005142",1055,0,0,0,0,0,0
"WBGene00005143",972,0,0,0,0,0,0
"WBGene00005144",975,0,0,0,0,0,0
"WBGene00005145",975,0,0,0,0,0,0
"WBGene00005146",975,0,0,0,0,0,0
"WBGene00005147",1564,0,0,0,0,0,0
"WBGene00005148",972,0,0,0,0,0,0
"WBGene00005149",1213,0,0,0,0,0,0
"WBGene00005150",1135,0,0,0,0,0,0
"WBGene00005153",1713,1,0,0,1,3,2
"WBGene00005159",1129,0,0,0,0,0,0
"WBGene00005160",984,0,0,0,0,0,0
"WBGene00005161",999,0,0,0,0,0,0
"WBGene00005162",951,0,0,0,0,0,0
"WBGene00005163",1569,0,0,0,0,0,0
"WBGene00005164",936,0,0,0,0,0,0
"WBGene00005165",1048,0,0,0,0,0,0
"WBGene00005166",951,0,0,0,0,0,0
"WBGene00005167",1011,0,0,0,0,0,0
"WBGene00005168",975,0,0,0,0,0,0
"WBGene00005169",1008,0,0,0,0,0,0
"WBGene00005170",1011,0,0,0,0,0,0
"WBGene00005171",1013,0,0,0,0,0,0
"WBGene00005172",1347,0,0,0,0,0,0
"WBGene00005173",1577,0,0,0,1,0,0
"WBGene00005174",963,0,0,0,0,0,0
"WBGene00005175",957,0,0,0,0,0,0
"WBGene00005176",1175,0,0,0,0,0,0
"WBGene00005177",1425,0,0,0,0,0,0
"WBGene00005178",1163,0,0,0,0,0,0
"WBGene00005179",987,0,0,0,0,0,0
"WBGene00005180",888,0,0,0,0,0,0
"WBGene00005181",948,0,0,0,0,0,0
"WBGene00005182",1457,0,0,0,0,0,0
"WBGene00005183",1014,0,0,0,0,0,0
"WBGene00005184",1185,0,0,0,0,0,0
"WBGene00005185",1008,0,0,0,0,0,0
"WBGene00005186",1014,0,0,0,0,0,0
"WBGene00005187",985,0,0,0,0,0,0
"WBGene00005188",939,0,0,0,0,0,0
"WBGene00005189",1013,0,0,0,0,0,0
"WBGene00005190",966,0,0,0,0,0,0
"WBGene00005191",1051,0,0,0,0,0,0
"WBGene00005192",957,0,0,0,0,0,0
"WBGene00005193",1107,0,0,0,0,0,0
"WBGene00005194",936,0,0,0,0,0,0
"WBGene00005195",1163,0,0,0,0,0,0
"WBGene00005196",1021,0,0,0,0,0,0
"WBGene00005197",915,0,0,0,0,0,0
"WBGene00005198",906,0,0,0,0,0,0
"WBGene00005199",824,0,0,0,0,0,0
"WBGene00005200",892,0,0,0,0,0,0
"WBGene00005201",1021,0,0,0,0,0,0
"WBGene00005202",900,0,0,0,0,0,0
"WBGene00005203",852,0,0,0,0,0,0
"WBGene00005204",930,0,0,0,0,0,0
"WBGene00005205",877,0,0,0,0,0,0
"WBGene00005206",747,0,0,0,0,0,0
"WBGene00005207",903,0,0,0,0,0,0
"WBGene00005208",885,0,0,0,0,0,0
"WBGene00005210",1287,0,0,0,0,0,0
"WBGene00005211",912,0,0,0,0,0,0
"WBGene00005212",980,0,0,0,0,0,0
"WBGene00005213",966,0,0,0,0,0,0
"WBGene00005214",1004,0,0,0,0,0,0
"WBGene00005215",984,0,0,0,0,0,0
"WBGene00005216",948,0,0,0,0,0,0
"WBGene00005217",954,0,0,0,0,0,0
"WBGene00005218",1036,0,0,0,0,0,0
"WBGene00005219",954,0,0,0,0,0,0
"WBGene00005220",444,0,0,0,0,0,0
"WBGene00005221",951,0,0,0,0,0,0
"WBGene00005222",1027,0,0,0,0,0,0
"WBGene00005223",993,0,0,0,0,0,0
"WBGene00005224",954,0,0,0,0,0,0
"WBGene00005225",951,0,0,0,0,0,0
"WBGene00005226",1077,0,0,0,0,5,1
"WBGene00005227",1211,0,0,0,0,0,0
"WBGene00005228",1339,0,0,0,0,0,0
"WBGene00005229",1078,0,0,0,0,0,0
"WBGene00005230",999,0,0,0,0,0,0
"WBGene00005231",1002,0,0,0,0,0,0
"WBGene00005232",923,0,0,0,0,0,0
"WBGene00005233",1008,0,0,0,0,0,0
"WBGene00005234",1104,0,0,0,0,0,0
"WBGene00005235",788,0,0,0,0,0,0
"WBGene00005236",1122,0,0,0,0,0,0
"WBGene00005237",1035,0,0,0,0,0,0
"WBGene00005238",595,0,0,0,0,0,0
"WBGene00005239",915,0,0,0,0,0,0
"WBGene00005240",1138,0,0,0,0,0,0
